,comment,label
1531,fixme scale theoretical maximum,DEFECT
1533,fixme implement hausdorff,REQUIREMENTS
1534,heatmap default scales rows nt want options ignored use,DEFECT
1535,fixme image throws warning unsorted breaks breaks specified,DEFECT
1536,fake summary dont really provide summary summary produces reasonable result print,REQUIREMENTS
1537,fixme needs check serpermutationvector,DEFECT
1538,fake summary dont really provide summary summary produces reasonable result print,REQUIREMENTS
1539,fixme need able set bandwidth bar fitness function,DEFECT
1540,fixme add tests seralign,TEST
1541,todo passed column name s string able subset anyway,CODE
1542,todo passed column name s string able subset,CODE
1543,r worst tolower tolower tolower,CODE
1544,s sensible way r,CODE
1545,todo make,REQUIREMENTS
1546,todo clarify expected input,DOCUMENTATION
1547,todo make,CODE
1548,nt work variable named text,TEST
1549,nt work numeric vector,TEST
1550,todo this keeps sending warning recursive need figure,DEFECT
1551,i nt think needed anymore,CODE
1552,maybe remove later,CODE
1554,fixme define s3 class based codemeta list lists,DESIGN
1555,start empty vector fixme messages,DEFECT
1556,fixme technically name includes title,DEFECT
1557,fixme versionspecific that s often accurate though reflect cran assumption must compatible latest version,TEST
1559,parsepeople internal method takes r person object turns codemeta jsonld fixme id available avoid replicate listing node,CODE
1560,fixme iri many things see https githubcomdgerberrfc3987 formal implementation,CODE
1561,fails,TEST
1562,todo get rid empty groups would harder compute ct sct,ARCHITECTURE
1564,really due fast block jackknives use,DEFECT
1566,todo check hierarchy formula,ALGORITHM
1567,todo check hierarchy here,ALGORITHM
1568,perform da tol1e30 kludge safe one avoid fancy rescaling ldadefault,CODE
1569,do not try to be smart,CODE
1570,old method snpbin,CODE
1571,hack remove note r cmd check plot genlight visible binding global variable â€˜yâ€™,BUILD
1572,stop suitable date generate new sequences lists dnabin vectors must also class list dnabin matrix dnabin nbdes rows find new labels new sequences append general output append general output append general output,CODE
1573,stop suitable date generate new sequences lists dnabin vectors must also class list dnabin matrix dnabin nbdes rows find new labels new sequences append general output append general output append general output,CODE
1574,recompute,CODE
1575,todo insert jerome s method checking whether hierarchy truly hierarchical,DESIGN
1576,get allele frequencies sum pi2 pop loc generalized ploidy for genpop objects constant ploidy assumedneeded this kludge,CODE
1578,treat missing argument compatibility tab na asis zero mean mean,CODE
1579,this code has been taken from ade4 it has been moved to adespatial this is merely a temporary fix,CODE
1580,old stuff not used for now,CODE
1581,optimizeseqtrack todo change output retain xxx simulations ok done vectorize mu seqlength recycle needed warning uncomment adapt test code missing data optimizeseqtrackdefault function x xnames xdates typedchrnull munull seqlengthnull thres02 bestc min max proxmatnull nstep10 stepsize1e3 rdatertimeseq argrdatenull rmissdaterunifdate,TEST
1583,todo extend various ploidy levels possibly optimizing procedures haploids,DEFECT
1584,todo check hierarchy here,CODE
1585,vecraw integer nbbytes longer needed sending raw type directly,CODE
1587,quite artificial test case,TEST
1589,this relatively memory intensive bad would prefer another way could get extremely painful timefrequency data,ARCHITECTURE
1590,this total hack make rest code behave eegevoked data,CODE
1591,fixme need think ee case use svd input bhat bhatshat,ALGORITHM
1592,quicker diag shat j v diag shat j,ARCHITECTURE
1593,quicker diag shat j v diag shat j,ARCHITECTURE
1596,older formats ie subs,CODE
1598,hack minorcn male samples battenberg bug,DEFECT
1599,currently nt work d hh pallsubclones dataframe psmx cnstates clonalflag dropfalse list,DEFECT
1600,no mcn hotfix treated timing m m2,REQUIREMENTS
1601,hotfix regions treated timing m m2,CODE
1603,dontime secondary needs work,DEFECT
1604,hotfix regions treated,CODE
1605,todo,CODE
1607,bad deal blockcount,DEFECT
1608,test special cases handled compiled c code put all this inside a trycatch qcall call lm,TEST
1613,if using marginal results analysis2 ie missing signal2 use inner join hence silently drop rows nt match if using cleo results analysis2 use left join fixme hardclip make query run faster selecting entity,ARCHITECTURE
1616,fixme explicitly pass priors,DEFECT
1617,fixme explicitly pass priors,DEFECT
1618,threshanalysis threshanalysis max zmat narm true threshold could relative instead absolute threshentity threshentity max zmat narm true threshold ditto fixme nothing passes thresholds adapt gracefully,DEFECT
1619,fixme add legend shown region used hard clipping onoff,REQUIREMENTS
1620,fixme guaranteed entitytype ensg,DEFECT
1621,fixme guaranteed entitytype,DEFECT
1622,fixme may want rename p1 p2 p12 etc,DEFECT
1623,note rough exploration ad metaanalysis igap ukb results suggests lnodds units priorsd1 priorc1e05 gives sensible results nullpp function lead variant pvalue across range highlyborderlinenonsignificant loci fixme make small notebook documenting broader discussion statgen change default priors coloc,DOCUMENTATION
1625,fixme could made much efficient finding posstart posend gwasresultscond attaching extra columns gwasresultsjoint,ARCHITECTURE
1626,fixme db query limit expensive way generate df rows,DEFECT
1627,internal function calculate posterior probabilities credible sets data returned fmcleodata fixme currently selection entity supported,REQUIREMENTS
1628,rescale max variants null including null needed cleo selected significant signals unless priorc small fixme stable scaling propagate use fm calculations,ARCHITECTURE
1629,compute credible sets signal fixme optimize remove loop repeated ie groupby slightly complicated dependence nullpp consider adding dummy rows chromposrefaltbetasena represent empty model signal this would make normalizing easier,CODE
1631,fixme s interesting possibility use allytrue capture impactful variants fm analysis potentially flag user,USABILITY
1632,pci probability causal impact fixme content impact changes,DEFECT
1634,fixme zero signals names attr data,DEFECT
1636,preserve original attributes note list introspected hard coded fixme,CODE
1637,fixme ensg ids change integers use gtxlabel,CODE
1638,fixme filter proteincodingonly,CODE
1639,fixme need support alternative logic gtxwhere avoid serial queries if one genes overlap query position return like abc123 abc123 abc124,ALGORITHM
1641,fixme filter proteincodingonly,CODE
1644,return row indices input unsorted fixme would better store original order invert permutation,CODE
1646,hacky works check env update calls inside grsonesnpapply correct,CODE
1647,hack make generic length residuals gets back sample size objects,CODE
1649,deprecated version line getoption gtxdebug false return message slightly updated version flogdebug,CODE
1650,convenience function construct where part sql analyses table note behaviour arguments oror different gtxwhere and ncasege ncohortge filters document better fixme rename analysisu analysisuniq fixme,DOCUMENTATION
1651,analysis descriptioncontains phenotypecontains etc ored within arguments fixme impala like case sensitive ilike case insensitive sqlite like case insensitive either switch class dbc use lower like lower b,CODE
1652,fixme bad hack make better,CODE
1653,fixme make nicer formatting like maf,CODE
1654,fixme add text filtering requested could applied warnfreq warning gtxfilter maf filtering skipped hasfreqfalse analysis analysis warnrsq warning gtxfilter rsq filtering skipped hasrsqfalse analysis analysis,DEFECT
1655,fixme check getoption,CODE
1656,need,CODE
1657,fixme logging message could improved entitytype null empty string,USABILITY
1658,fixme unclear handle analysis entities fixme throw error entitytype null,ALGORITHM
1659,narmtrue safety db systems kinetica return na s despite pval is not null predicate hard coded threshold makes sense control visual display,ARCHITECTURE
1660,annoying back conversion pvalue scale fixme qq10 code directly support ymax,DEFECT
1662,fixme get analysis metadata needed n r2rs calculation,CODE
1663,happen,ALGORITHM
1664,todo incorportate ref alt,REQUIREMENTS
1665,wtf seems dangerous kbs,PEOPLE
1666,hard code number rows metadata temporarily debug,CODE
1668,nonrobust workaround deal plink calling coded allele,ARCHITECTURE
1669,fixme would flexible allow option different rsqge mafge emacge caseemacge analysis,DEFECT
1670,fixme throw error na fixme throw error na,CODE
1671,fixme needed gtxfilter fixed return,CODE
1672,calculate weighted average rsq freq weighted using ncohort ncasencontrol input metadata fixme make robust hasfreq hasrsq false input dataset,ARCHITECTURE
1673,fixme add option order res chromposrefalt make option since expensive,REQUIREMENTS
1674,fixme since r currently write back full set summary stats need way plug existing tools eg gwas like summarization top hits manhattan qq plots eg selection region feed regionplot coloc etc,BUILD
